source_repo,source_commit,source_path,license,attribution,private_risk,sanitization_reviewed_by,disposition,new_path,rationale
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,source-packages/powerpack/vault-addons/System/Rubrics/Market Thesis Promotion Rubric.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:source-packages/powerpack/vault-addons/System/Rubrics/Market Thesis Promotion Rubric.md,reviewed-public-source,not-required,supersede,,The nested snapshot duplicates a separately pinned source repository row and is not shipped twice.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,source-packages/starter/README.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:source-packages/starter/README.md,reviewed-public-source,not-required,supersede,,The nested snapshot duplicates a separately pinned source repository row and is not shipped twice.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,source-packages/starter/discord/discord-bot-setup.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:source-packages/starter/discord/discord-bot-setup.md,reviewed-public-source,not-required,supersede,,The nested snapshot duplicates a separately pinned source repository row and is not shipped twice.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,source-packages/starter/github/github-vault-setup.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:source-packages/starter/github/github-vault-setup.md,reviewed-public-source,not-required,supersede,,The nested snapshot duplicates a separately pinned source repository row and is not shipped twice.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,source-packages/starter/hermes/skills/discord-second-brain/SKILL.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:source-packages/starter/hermes/skills/discord-second-brain/SKILL.md,reviewed-public-source,not-required,supersede,,The nested snapshot duplicates a separately pinned source repository row and is not shipped twice.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,source-packages/starter/hermes/skills/git-backed-vault/SKILL.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:source-packages/starter/hermes/skills/git-backed-vault/SKILL.md,reviewed-public-source,not-required,supersede,,The nested snapshot duplicates a separately pinned source repository row and is not shipped twice.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,source-packages/starter/hermes/skills/obsidian-operating-system/SKILL.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:source-packages/starter/hermes/skills/obsidian-operating-system/SKILL.md,reviewed-public-source,not-required,supersede,,The nested snapshot duplicates a separately pinned source repository row and is not shipped twice.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,source-packages/starter/hermes/skills/second-brain-os/SKILL.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:source-packages/starter/hermes/skills/second-brain-os/SKILL.md,reviewed-public-source,not-required,supersede,,The nested snapshot duplicates a separately pinned source repository row and is not shipped twice.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,source-packages/starter/hermes/starter-config.example.yaml,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:source-packages/starter/hermes/starter-config.example.yaml,reviewed-public-source,not-required,supersede,,The nested snapshot duplicates a separately pinned source repository row and is not shipped twice.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,source-packages/starter/hermes/starter-env.example,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:source-packages/starter/hermes/starter-env.example,reviewed-public-source,not-required,supersede,,The nested snapshot duplicates a separately pinned source repository row and is not shipped twice.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,source-packages/starter/install.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:source-packages/starter/install.md,reviewed-public-source,not-required,supersede,,The nested snapshot duplicates a separately pinned source repository row and is not shipped twice.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,source-packages/starter/scripts/bootstrap-macos.sh,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:source-packages/starter/scripts/bootstrap-macos.sh,reviewed-public-source,not-required,supersede,,The nested snapshot duplicates a separately pinned source repository row and is not shipped twice.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,source-packages/starter/scripts/init-vault-git.sh,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:source-packages/starter/scripts/init-vault-git.sh,reviewed-public-source,not-required,supersede,,The nested snapshot duplicates a separately pinned source repository row and is not shipped twice.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,source-packages/starter/scripts/verify-install.sh,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:source-packages/starter/scripts/verify-install.sh,reviewed-public-source,not-required,supersede,,The nested snapshot duplicates a separately pinned source repository row and is not shipped twice.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,source-packages/starter/vault-template/.gitignore,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:source-packages/starter/vault-template/.gitignore,reviewed-public-source,not-required,supersede,,The nested snapshot duplicates a separately pinned source repository row and is not shipped twice.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,source-packages/starter/vault-template/00 Start Here.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:source-packages/starter/vault-template/00 Start Here.md,reviewed-public-source,not-required,supersede,,The nested snapshot duplicates a separately pinned source repository row and is not shipped twice.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,source-packages/starter/vault-template/Areas/Areas Index.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:source-packages/starter/vault-template/Areas/Areas Index.md,reviewed-public-source,not-required,supersede,,The nested snapshot duplicates a separately pinned source repository row and is not shipped twice.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,source-packages/starter/vault-template/Inbox/Capture Inbox.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:source-packages/starter/vault-template/Inbox/Capture Inbox.md,reviewed-public-source,not-required,supersede,,The nested snapshot duplicates a separately pinned source repository row and is not shipped twice.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,source-packages/starter/vault-template/Inbox/Discord Inbox.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:source-packages/starter/vault-template/Inbox/Discord Inbox.md,reviewed-public-source,not-required,supersede,,The nested snapshot duplicates a separately pinned source repository row and is not shipped twice.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,source-packages/starter/vault-template/Knowledge/Bridge Notes/Bridge Notes Index.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:source-packages/starter/vault-template/Knowledge/Bridge Notes/Bridge Notes Index.md,reviewed-public-source,not-required,supersede,,The nested snapshot duplicates a separately pinned source repository row and is not shipped twice.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,source-packages/starter/vault-template/Knowledge/Concepts/Concepts Index.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:source-packages/starter/vault-template/Knowledge/Concepts/Concepts Index.md,reviewed-public-source,not-required,supersede,,The nested snapshot duplicates a separately pinned source repository row and is not shipped twice.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,source-packages/starter/vault-template/Knowledge/Mechanisms/Mechanisms Index.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:source-packages/starter/vault-template/Knowledge/Mechanisms/Mechanisms Index.md,reviewed-public-source,not-required,supersede,,The nested snapshot duplicates a separately pinned source repository row and is not shipped twice.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,source-packages/starter/vault-template/Knowledge/Questions/Questions Index.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:source-packages/starter/vault-template/Knowledge/Questions/Questions Index.md,reviewed-public-source,not-required,supersede,,The nested snapshot duplicates a separately pinned source repository row and is not shipped twice.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,source-packages/starter/vault-template/Projects/Project Template.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:source-packages/starter/vault-template/Projects/Project Template.md,reviewed-public-source,not-required,supersede,,The nested snapshot duplicates a separately pinned source repository row and is not shipped twice.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,source-packages/starter/vault-template/Projects/Projects Index.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:source-packages/starter/vault-template/Projects/Projects Index.md,reviewed-public-source,not-required,supersede,,The nested snapshot duplicates a separately pinned source repository row and is not shipped twice.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,source-packages/starter/vault-template/Reviews/Daily Log Template.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:source-packages/starter/vault-template/Reviews/Daily Log Template.md,reviewed-public-source,not-required,supersede,,The nested snapshot duplicates a separately pinned source repository row and is not shipped twice.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,source-packages/starter/vault-template/Reviews/Daily Logs/Daily Logs Index.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:source-packages/starter/vault-template/Reviews/Daily Logs/Daily Logs Index.md,reviewed-public-source,not-required,supersede,,The nested snapshot duplicates a separately pinned source repository row and is not shipped twice.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,source-packages/starter/vault-template/Reviews/Weekly Review Template.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:source-packages/starter/vault-template/Reviews/Weekly Review Template.md,reviewed-public-source,not-required,supersede,,The nested snapshot duplicates a separately pinned source repository row and is not shipped twice.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,source-packages/starter/vault-template/Reviews/Weekly Reviews/Weekly Reviews Index.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:source-packages/starter/vault-template/Reviews/Weekly Reviews/Weekly Reviews Index.md,reviewed-public-source,not-required,supersede,,The nested snapshot duplicates a separately pinned source repository row and is not shipped twice.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,source-packages/starter/vault-template/Second Brain OS.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:source-packages/starter/vault-template/Second Brain OS.md,reviewed-public-source,not-required,supersede,,The nested snapshot duplicates a separately pinned source repository row and is not shipped twice.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,source-packages/starter/vault-template/Sources/Source Queue.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:source-packages/starter/vault-template/Sources/Source Queue.md,reviewed-public-source,not-required,supersede,,The nested snapshot duplicates a separately pinned source repository row and is not shipped twice.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,source-packages/starter/vault-template/Sources/Source Template.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:source-packages/starter/vault-template/Sources/Source Template.md,reviewed-public-source,not-required,supersede,,The nested snapshot duplicates a separately pinned source repository row and is not shipped twice.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,source-packages/starter/vault-template/System/Agent Instructions.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:source-packages/starter/vault-template/System/Agent Instructions.md,reviewed-public-source,not-required,supersede,,The nested snapshot duplicates a separately pinned source repository row and is not shipped twice.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,source-packages/starter/vault-template/System/Database Log.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:source-packages/starter/vault-template/System/Database Log.md,reviewed-public-source,not-required,supersede,,The nested snapshot duplicates a separately pinned source repository row and is not shipped twice.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,source-packages/starter/vault-template/System/Discord Capture Runbook.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:source-packages/starter/vault-template/System/Discord Capture Runbook.md,reviewed-public-source,not-required,supersede,,The nested snapshot duplicates a separately pinned source repository row and is not shipped twice.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,source-packages/starter/vault-template/System/Git Backup Runbook.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:source-packages/starter/vault-template/System/Git Backup Runbook.md,reviewed-public-source,not-required,supersede,,The nested snapshot duplicates a separately pinned source repository row and is not shipped twice.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,source-packages/starter/vault-template/System/Operating Principles.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:source-packages/starter/vault-template/System/Operating Principles.md,reviewed-public-source,not-required,supersede,,The nested snapshot duplicates a separately pinned source repository row and is not shipped twice.
agent-intelligence-economy,166e370850502c1878195ba122ab2ec82b2138d5,.github/workflows/verify.yml,operator-owned,agent-intelligence-economy@166e370850502c1878195ba122ab2ec82b2138d5:.github/workflows/verify.yml,reviewed-public-source,not-required,supersede,,"The new distribution owns its repository metadata, release boundary, and verification contract; this predecessor scaffold is not vendored."
agent-intelligence-economy,166e370850502c1878195ba122ab2ec82b2138d5,.gitignore,operator-owned,agent-intelligence-economy@166e370850502c1878195ba122ab2ec82b2138d5:.gitignore,reviewed-public-source,not-required,supersede,,"The new distribution owns its repository metadata, release boundary, and verification contract; this predecessor scaffold is not vendored."
agent-intelligence-economy,166e370850502c1878195ba122ab2ec82b2138d5,LICENSE,operator-owned,agent-intelligence-economy@166e370850502c1878195ba122ab2ec82b2138d5:LICENSE,reviewed-public-source,not-required,supersede,,"The new distribution owns its repository metadata, release boundary, and verification contract; this predecessor scaffold is not vendored."
agent-intelligence-economy,166e370850502c1878195ba122ab2ec82b2138d5,README.md,operator-owned,agent-intelligence-economy@166e370850502c1878195ba122ab2ec82b2138d5:README.md,reviewed-public-source,not-required,supersede,,"The new distribution owns its repository metadata, release boundary, and verification contract; this predecessor scaffold is not vendored."
agent-intelligence-economy,166e370850502c1878195ba122ab2ec82b2138d5,docs/00-philosophy.md,operator-owned,agent-intelligence-economy@166e370850502c1878195ba122ab2ec82b2138d5:docs/00-philosophy.md,reviewed-public-source,operator-w3rd:2026-07-10,merge,skills/core/evidence-first-operating-style/SKILL.md,Merged this overlapping public mechanism into skills/core/evidence-first-operating-style/SKILL.md so its doctrine ships once behind one route.
agent-intelligence-economy,166e370850502c1878195ba122ab2ec82b2138d5,docs/01-authority-boundaries.md,operator-owned,agent-intelligence-economy@166e370850502c1878195ba122ab2ec82b2138d5:docs/01-authority-boundaries.md,reviewed-public-source,operator-w3rd:2026-07-10,merge,agent/AUTHORITY_BOUNDARIES.md,Accepted as source material for the bounded Release 1.0 artifact at agent/AUTHORITY_BOUNDARIES.md; it will be consolidated rather than copied.
agent-intelligence-economy,166e370850502c1878195ba122ab2ec82b2138d5,docs/02-capture-to-output.md,operator-owned,agent-intelligence-economy@166e370850502c1878195ba122ab2ec82b2138d5:docs/02-capture-to-output.md,reviewed-public-source,operator-w3rd:2026-07-10,merge,skills/library/research/harvest-clippings-into-skills/SKILL.md,Merged this overlapping public mechanism into skills/library/research/harvest-clippings-into-skills/SKILL.md so its doctrine ships once behind one route.
agent-intelligence-economy,166e370850502c1878195ba122ab2ec82b2138d5,docs/03-promotion-ladder.md,operator-owned,agent-intelligence-economy@166e370850502c1878195ba122ab2ec82b2138d5:docs/03-promotion-ladder.md,reviewed-public-source,operator-w3rd:2026-07-10,merge,skills/core/knowledge-metabolism/SKILL.md,Merged this overlapping public mechanism into skills/core/knowledge-metabolism/SKILL.md so its doctrine ships once behind one route.
agent-intelligence-economy,166e370850502c1878195ba122ab2ec82b2138d5,docs/04-tokenomics-for-agents.md,operator-owned,agent-intelligence-economy@166e370850502c1878195ba122ab2ec82b2138d5:docs/04-tokenomics-for-agents.md,reviewed-public-source,not-required,supersede,,"Its useful mechanism is covered by the routed core, bounded future pack work, or a later template phase; this source artifact does not ship separately."
agent-intelligence-economy,166e370850502c1878195ba122ab2ec82b2138d5,docs/05-truth-seeking-engine.md,operator-owned,agent-intelligence-economy@166e370850502c1878195ba122ab2ec82b2138d5:docs/05-truth-seeking-engine.md,reviewed-public-source,operator-w3rd:2026-07-10,merge,skills/core/source-grounding/SKILL.md,Merged this overlapping public mechanism into skills/core/source-grounding/SKILL.md so its doctrine ships once behind one route.
agent-intelligence-economy,166e370850502c1878195ba122ab2ec82b2138d5,docs/06-loop-scoreboard.md,operator-owned,agent-intelligence-economy@166e370850502c1878195ba122ab2ec82b2138d5:docs/06-loop-scoreboard.md,reviewed-public-source,operator-w3rd:2026-07-10,merge,skills/core/loop-governance/SKILL.md,Merged this overlapping public mechanism into skills/core/loop-governance/SKILL.md so its doctrine ships once behind one route.
agent-intelligence-economy,166e370850502c1878195ba122ab2ec82b2138d5,docs/07-bounded-agent-labs.md,operator-owned,agent-intelligence-economy@166e370850502c1878195ba122ab2ec82b2138d5:docs/07-bounded-agent-labs.md,reviewed-public-source,operator-w3rd:2026-07-10,merge,skills/library/governance/run-bounded-agent-labs/SKILL.md,Merged this overlapping public mechanism into skills/library/governance/run-bounded-agent-labs/SKILL.md so its doctrine ships once behind one route.
agent-intelligence-economy,166e370850502c1878195ba122ab2ec82b2138d5,docs/08-cross-disciplinary-learning.md,operator-owned,agent-intelligence-economy@166e370850502c1878195ba122ab2ec82b2138d5:docs/08-cross-disciplinary-learning.md,reviewed-public-source,not-required,supersede,,"Its useful mechanism is covered by the routed core, bounded future pack work, or a later template phase; this source artifact does not ship separately."
agent-intelligence-economy,166e370850502c1878195ba122ab2ec82b2138d5,docs/09-verification-first.md,operator-owned,agent-intelligence-economy@166e370850502c1878195ba122ab2ec82b2138d5:docs/09-verification-first.md,reviewed-public-source,operator-w3rd:2026-07-10,merge,skills/core/evidence-first-operating-style/SKILL.md,Merged this overlapping public mechanism into skills/core/evidence-first-operating-style/SKILL.md so its doctrine ships once behind one route.
agent-intelligence-economy,166e370850502c1878195ba122ab2ec82b2138d5,docs/10-orchestrator-pattern.md,operator-owned,agent-intelligence-economy@166e370850502c1878195ba122ab2ec82b2138d5:docs/10-orchestrator-pattern.md,reviewed-public-source,operator-w3rd:2026-07-10,merge,skills/library/delegation/orchestrate-bounded-work/SKILL.md,Merged this overlapping public mechanism into skills/library/delegation/orchestrate-bounded-work/SKILL.md so its doctrine ships once behind one route.
agent-intelligence-economy,166e370850502c1878195ba122ab2ec82b2138d5,docs/11-sandbox-vault-pattern.md,operator-owned,agent-intelligence-economy@166e370850502c1878195ba122ab2ec82b2138d5:docs/11-sandbox-vault-pattern.md,reviewed-public-source,not-required,supersede,,"Its useful mechanism is covered by the routed core, bounded future pack work, or a later template phase; this source artifact does not ship separately."
agent-intelligence-economy,166e370850502c1878195ba122ab2ec82b2138d5,docs/12-context-layering.md,operator-owned,agent-intelligence-economy@166e370850502c1878195ba122ab2ec82b2138d5:docs/12-context-layering.md,reviewed-public-source,operator-w3rd:2026-07-10,merge,skills/core/capability-router/SKILL.md,Merged this overlapping public mechanism into skills/core/capability-router/SKILL.md so its doctrine ships once behind one route.
agent-intelligence-economy,166e370850502c1878195ba122ab2ec82b2138d5,docs/13-anti-patterns.md,operator-owned,agent-intelligence-economy@166e370850502c1878195ba122ab2ec82b2138d5:docs/13-anti-patterns.md,reviewed-public-source,not-required,supersede,,"Its useful mechanism is covered by the routed core, bounded future pack work, or a later template phase; this source artifact does not ship separately."
agent-intelligence-economy,166e370850502c1878195ba122ab2ec82b2138d5,docs/14-implementation-profiles.md,operator-owned,agent-intelligence-economy@166e370850502c1878195ba122ab2ec82b2138d5:docs/14-implementation-profiles.md,reviewed-public-source,not-required,supersede,,"Its useful mechanism is covered by the routed core, bounded future pack work, or a later template phase; this source artifact does not ship separately."
agent-intelligence-economy,166e370850502c1878195ba122ab2ec82b2138d5,docs/15-friend-hermes-setup.md,operator-owned,agent-intelligence-economy@166e370850502c1878195ba122ab2ec82b2138d5:docs/15-friend-hermes-setup.md,reviewed-public-source,not-required,external-pointer,,Setup is provider- or version-sensitive and remains an upstream/pinned-source pointer rather than a stale shipped recipe.
agent-intelligence-economy,166e370850502c1878195ba122ab2ec82b2138d5,docs/16-deep-timeline-seed.md,operator-owned,agent-intelligence-economy@166e370850502c1878195ba122ab2ec82b2138d5:docs/16-deep-timeline-seed.md,reviewed-public-source,not-required,external-pointer,,"The bulk timeline or market surface is deferred behind corpus, freshness, demand, and liability review; retain only the pinned pointer."
agent-intelligence-economy,166e370850502c1878195ba122ab2ec82b2138d5,docs/17-market-research-starter.md,operator-owned,agent-intelligence-economy@166e370850502c1878195ba122ab2ec82b2138d5:docs/17-market-research-starter.md,reviewed-public-source,not-required,supersede,,"Its useful mechanism is covered by the routed core, bounded future pack work, or a later template phase; this source artifact does not ship separately."
agent-intelligence-economy,166e370850502c1878195ba122ab2ec82b2138d5,examples/belief-revision/README.md,operator-owned,agent-intelligence-economy@166e370850502c1878195ba122ab2ec82b2138d5:examples/belief-revision/README.md,reviewed-public-source,operator-w3rd:2026-07-10,merge,vault-template/,Accepted as source material for the bounded Release 1.0 artifact at vault-template/; it will be consolidated rather than copied.
agent-intelligence-economy,166e370850502c1878195ba122ab2ec82b2138d5,examples/belief-revision/example.md,operator-owned,agent-intelligence-economy@166e370850502c1878195ba122ab2ec82b2138d5:examples/belief-revision/example.md,reviewed-public-source,operator-w3rd:2026-07-10,merge,skills/core/knowledge-metabolism/SKILL.md,Merged this overlapping public mechanism into skills/core/knowledge-metabolism/SKILL.md so its doctrine ships once behind one route.
agent-intelligence-economy,166e370850502c1878195ba122ab2ec82b2138d5,examples/bounded-agent-lab-run/README.md,operator-owned,agent-intelligence-economy@166e370850502c1878195ba122ab2ec82b2138d5:examples/bounded-agent-lab-run/README.md,reviewed-public-source,not-required,supersede,,"Its useful mechanism is covered by the routed core, bounded future pack work, or a later template phase; this source artifact does not ship separately."
agent-intelligence-economy,166e370850502c1878195ba122ab2ec82b2138d5,examples/bounded-agent-lab-run/example.md,operator-owned,agent-intelligence-economy@166e370850502c1878195ba122ab2ec82b2138d5:examples/bounded-agent-lab-run/example.md,reviewed-public-source,operator-w3rd:2026-07-10,merge,skills/library/governance/run-bounded-agent-labs/SKILL.md,Merged this overlapping public mechanism into skills/library/governance/run-bounded-agent-labs/SKILL.md so its doctrine ships once behind one route.
agent-intelligence-economy,166e370850502c1878195ba122ab2ec82b2138d5,examples/clipping-to-skill/README.md,operator-owned,agent-intelligence-economy@166e370850502c1878195ba122ab2ec82b2138d5:examples/clipping-to-skill/README.md,reviewed-public-source,not-required,supersede,,"Its useful mechanism is covered by the routed core, bounded future pack work, or a later template phase; this source artifact does not ship separately."
agent-intelligence-economy,166e370850502c1878195ba122ab2ec82b2138d5,examples/clipping-to-skill/example.md,operator-owned,agent-intelligence-economy@166e370850502c1878195ba122ab2ec82b2138d5:examples/clipping-to-skill/example.md,reviewed-public-source,operator-w3rd:2026-07-10,merge,skills/library/research/harvest-clippings-into-skills/SKILL.md,Merged this overlapping public mechanism into skills/library/research/harvest-clippings-into-skills/SKILL.md so its doctrine ships once behind one route.
agent-intelligence-economy,166e370850502c1878195ba122ab2ec82b2138d5,examples/deep-timeline-mechanism-extraction/example.md,operator-owned,agent-intelligence-economy@166e370850502c1878195ba122ab2ec82b2138d5:examples/deep-timeline-mechanism-extraction/example.md,reviewed-public-source,not-required,external-pointer,,"The bulk timeline or market surface is deferred behind corpus, freshness, demand, and liability review; retain only the pinned pointer."
agent-intelligence-economy,166e370850502c1878195ba122ab2ec82b2138d5,examples/loop-killed-usefully/README.md,operator-owned,agent-intelligence-economy@166e370850502c1878195ba122ab2ec82b2138d5:examples/loop-killed-usefully/README.md,reviewed-public-source,operator-w3rd:2026-07-10,merge,vault-template/,Accepted as source material for the bounded Release 1.0 artifact at vault-template/; it will be consolidated rather than copied.
agent-intelligence-economy,166e370850502c1878195ba122ab2ec82b2138d5,examples/loop-killed-usefully/example.md,operator-owned,agent-intelligence-economy@166e370850502c1878195ba122ab2ec82b2138d5:examples/loop-killed-usefully/example.md,reviewed-public-source,operator-w3rd:2026-07-10,merge,vault-template/,Accepted as source material for the bounded Release 1.0 artifact at vault-template/; it will be consolidated rather than copied.
agent-intelligence-economy,166e370850502c1878195ba122ab2ec82b2138d5,examples/market-regime-review/example.md,operator-owned,agent-intelligence-economy@166e370850502c1878195ba122ab2ec82b2138d5:examples/market-regime-review/example.md,reviewed-public-source,not-required,external-pointer,,"The bulk timeline or market surface is deferred behind corpus, freshness, demand, and liability review; retain only the pinned pointer."
agent-intelligence-economy,166e370850502c1878195ba122ab2ec82b2138d5,examples/rejected-skill-patch/README.md,operator-owned,agent-intelligence-economy@166e370850502c1878195ba122ab2ec82b2138d5:examples/rejected-skill-patch/README.md,reviewed-public-source,not-required,supersede,,"Its useful mechanism is covered by the routed core, bounded future pack work, or a later template phase; this source artifact does not ship separately."
agent-intelligence-economy,166e370850502c1878195ba122ab2ec82b2138d5,examples/rejected-skill-patch/example.md,operator-owned,agent-intelligence-economy@166e370850502c1878195ba122ab2ec82b2138d5:examples/rejected-skill-patch/example.md,reviewed-public-source,operator-w3rd:2026-07-10,merge,skills/library/knowledge/optimize-skills-from-evidence/SKILL.md,Merged this overlapping public mechanism into skills/library/knowledge/optimize-skills-from-evidence/SKILL.md so its doctrine ships once behind one route.
agent-intelligence-economy,166e370850502c1878195ba122ab2ec82b2138d5,examples/sandbox-promotion-packet/README.md,operator-owned,agent-intelligence-economy@166e370850502c1878195ba122ab2ec82b2138d5:examples/sandbox-promotion-packet/README.md,reviewed-public-source,operator-w3rd:2026-07-10,merge,vault-template/,Accepted as source material for the bounded Release 1.0 artifact at vault-template/; it will be consolidated rather than copied.
agent-intelligence-economy,166e370850502c1878195ba122ab2ec82b2138d5,examples/sandbox-promotion-packet/example.md,operator-owned,agent-intelligence-economy@166e370850502c1878195ba122ab2ec82b2138d5:examples/sandbox-promotion-packet/example.md,reviewed-public-source,operator-w3rd:2026-07-10,merge,vault-template/,Accepted as source material for the bounded Release 1.0 artifact at vault-template/; it will be consolidated rather than copied.
agent-intelligence-economy,166e370850502c1878195ba122ab2ec82b2138d5,examples/truth-seeking-prediction/README.md,operator-owned,agent-intelligence-economy@166e370850502c1878195ba122ab2ec82b2138d5:examples/truth-seeking-prediction/README.md,reviewed-public-source,operator-w3rd:2026-07-10,merge,vault-template/,Accepted as source material for the bounded Release 1.0 artifact at vault-template/; it will be consolidated rather than copied.
agent-intelligence-economy,166e370850502c1878195ba122ab2ec82b2138d5,examples/truth-seeking-prediction/example.md,operator-owned,agent-intelligence-economy@166e370850502c1878195ba122ab2ec82b2138d5:examples/truth-seeking-prediction/example.md,reviewed-public-source,operator-w3rd:2026-07-10,merge,vault-template/,Accepted as source material for the bounded Release 1.0 artifact at vault-template/; it will be consolidated rather than copied.
agent-intelligence-economy,166e370850502c1878195ba122ab2ec82b2138d5,examples/two-layer-report/README.md,operator-owned,agent-intelligence-economy@166e370850502c1878195ba122ab2ec82b2138d5:examples/two-layer-report/README.md,reviewed-public-source,not-required,supersede,,"Its useful mechanism is covered by the routed core, bounded future pack work, or a later template phase; this source artifact does not ship separately."
